"roomId","00:23:69:5a:d7:7a","00:80:48:79:cc:79","00:80:48:7a:2d:45","00:80:48:7a:2d:44","00:80:48:79:cc:70","00:80:48:7a:2d:1a","00:80:48:79:cc:73","00:80:48:79:cc:7b","00:80:48:79:cc:71","00:80:48:79:cc:7c","00:80:48:79:cc:77","00:80:48:79:cc:78","00:80:48:79:cc:72","00:80:48:7a:2d:42","00:80:48:7a:2d:3e","00:80:48:7a:2d:1e","00:80:48:79:cc:5c","00:80:48:7a:2d:46","e8:de:27:90:b2:ea","00:80:48:79:cc:7f","00:80:48:79:cc:62","00:80:48:79:cc:5d","00:80:48:79:cc:8b","00:80:48:79:cc:7a","00:80:48:79:cc:65","00:80:48:79:cc:5f"
"dtIUDFj4XS8li0NI26Lk",-81,-63,,,-74,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-61,,,-74,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-75,,,-74,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-63,,,-73,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",-84,-70,,,-68,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",-84,-58,,,-68,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-56,,,-66,,,,,,,-82,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-60,,,-66,,,,,,,-82,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-68,,,-66,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-64,,,-72,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-64,,,-68,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",-85,-60,,,-74,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",-85,-64,,,-74,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-60,,,-75,,,,,,,,,,,,,,,,,,,,,
"dtIUDFj4XS8li0NI26Lk",,-67,,,-77,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-86,,,,,,,,,,,,,-93,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-86,,,,,,,,,,,,,-93,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-86,,,,,,,,,,,,,-93,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-86,,,,,,,,,,,,,-93,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,-88,,,,,,,,,,,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,-88,,,,,,,,,,,-84,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,-88,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,-88,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-91,,,-88,-91,,,,,,,,,-96,-89,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-91,,,-88,-91,,,,,,,,,-96,-89,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-91,,,-88,-91,,,,,,,,,-96,-89,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-91,,,-88,-91,,,,,,,,,-96,-89,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-95,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-95,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-89,,,,-90,,,,,,,,,-95,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-89,,,,-90,,,,,,,,,-95,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-89,,,,,,,,,,,,,-95,-86,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-89,,,,-92,,,,,,,,,-95,-86,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-92,,,,,,,,,-94,-86,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-94,-86,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-90,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-87,,,,-88,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-87,,,,-88,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-87,,,,-88,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-87,,,,-88,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-86,,,,,,,,,-94,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-86,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-86,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,,,,,-86,,,,,,,,,,,,,,,,,,,,
"6OlopnNyNMw0ZH5Lqokd",,-88,,,,,,,,,,,,,-88,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-69,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-83,,,,-67,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-79,,,,,,-83,,,,-67,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-81,,,,,,,,,,-71,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-81,,,,,,,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-86,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-86,,,,-78,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-84,,,,,,,,,,-72,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-84,,,,,,,,,,-72,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-79,,,,,,,,,,-61,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-79,,,,,,,,,,-71,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-79,,,,,,,,,,-75,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-79,,,,,,,,,,-75,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-84,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-82,,,,-71,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-82,,,,-80,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-80,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-83,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-83,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-94,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-89,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-86,,,,,,-89,,,,-76,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-86,,,,,,-84,,,,-78,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-84,,,,-78,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-77,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-81,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-81,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-83,,,,,,,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-83,,,,,,,,,,-78,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-74,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-86,,,,,,-75,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,-86,,,,,,-75,,,,-77,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,-77,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-73,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,-73,,,,,,,,,,,,,,,,,,
"9xo42ZoBQbJnyxvT7PdA",,,,,,,,,,,,,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-78,,-91,,-78,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,,,-91,,-70,,,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-91,,,,,,,,-91,,-70,,,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-91,,,,,,,,-92,,-71,,,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-91,,,,,,,,-92,,-71,,,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-87,,,,,,,,-92,,-71,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-87,,,,,,-82,,-92,,-74,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-87,,,,,,-82,,,,-77,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-87,,,,,,-83,,,,-77,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,,,-67,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,-86,,-76,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,-86,,-76,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,,,-86,,-76,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-84,,-86,,-76,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-84,,,,,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,,,-84,,,,,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,,,-84,,,,,,,-80,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,,,-92,,,,-72,,-82,-80,,-82,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,,,-92,,,,-74,,-82,-80,,-82,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-92,,,,-74,,-82,-80,,-82,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,-97,,-92,,,,-68,,-82,-80,,-82,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,-97,,,,,,-68,,-90,-80,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,-97,,,,,,-75,,-90,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,-97,,,,,,-75,,-90,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-88,,,,,,,,,,-75,,-90,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,,,,,-75,,-90,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-87,,,,-66,,-90,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-87,,,,-66,,-90,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-87,,,,-74,,,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-89,,,,-74,,-89,-89,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-89,,,,-74,,-89,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-89,,,,-74,,-89,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-89,,,,,,-89,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-88,,,,,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,,,-77,,,,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,,,-66,,,-78,,,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,,,-70,,,-82,,-88,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,-95,,-72,,,-82,,-88,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,-95,,-75,,,-82,,-88,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,,,,,,,-83,,-95,,-73,,,-82,,-88,,,,,,,,,
"2FqdirQC8Imj7AYnLPF6",,-86,,,,,,-83,,-95,,-73,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-75,,,-85,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-80,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-80,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-80,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-80,,,,,,,-96,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-80,,,,,,,-96,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-81,,,-80,,,,,,,-96,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-76,,,-82,,,,,,,-96,,,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-71,,,-77,,,,,,,,,,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-75,,,-78,,,,,,,,,,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-78,,,,,,,,,,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-78,,,,,,,,,,-94,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-78,,,,,,,,,,-94,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-78,,,-76,,,,,,,,,,-94,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-78,,,-77,,,,,,,-93,,,-94,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-78,,,-77,,,,,,,-93,,,-95,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-78,,,-85,,,,,,,-93,,,-95,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-78,,,-76,,,,,,,-93,,,-95,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-74,,,-84,,,,,,,,,,-95,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-74,,,-84,,,,,,,,,-92,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",-90,-78,,,-87,,,,,,,,,-92,,-91,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",-90,-77,,,-87,,,,,,,-89,,-92,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",-90,-73,,,-80,,,,,,,-90,,-92,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",-90,-75,,,-80,,,,,,,-90,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-75,,,-80,,,,,,,-90,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-69,,,-86,,,,,,,-90,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-82,,,,,,-96,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-85,,,,,,-96,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-81,,,,,,-96,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-80,,,,,,-96,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-77,,,,,,,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-82,,,,,,,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-82,,,,,,,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-82,,,,,,,-91,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-76,,,-82,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-82,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-86,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-77,,,-86,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",,-73,,,-86,,,,,,,,,,,,,,,,,,,,,
"wDWR9GFVA8nZwjTmOkyH",-85,-66,,,-82,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-68,,,,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-74,,,-75,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-74,,,-72,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-78,,,-71,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-71,,,-75,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-66,,,-73,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-62,,,-69,,,,,,,,,,,-87,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-66,,,-75,,,,,,,,,,,-87,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-64,,,-74,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-70,,,-71,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-67,,,-71,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-90,-68,,,-71,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-90,-68,,,-81,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-66,,,-83,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-66,,,-87,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-64,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-88,-67,,,-81,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-85,-71,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-85,-78,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-78,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-74,,,-88,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-71,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-69,,,-81,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-74,,,-84,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-70,,,-82,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-74,,,-80,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-71,,,-79,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-63,,,-77,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-63,,,-76,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-64,,,-76,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-70,,,-82,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-77,,,-82,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-77,,,-82,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-69,,,-93,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-77,,,-86,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-85,-72,,,-86,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",-85,-72,,,-78,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-72,,,-84,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,,,,-84,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-81,,,-77,,,,,,,,,,,,,,,,,,,,,
"8N3dH5JuTniK80sQSU7g",,-69,,,-77,,,,,,,,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",,-70,,-85,-66,-70,,,,,,,,,-84,-68,,-88,-89,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-58,,-85,-72,,,,,,,,,,,-68,,-88,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-54,,,-74,,,,,,,-89,,,-94,-68,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-73,-61,,,-82,-91,,,,-88,-89,-81,,,-94,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-72,,,-82,-91,,-86,,-88,-89,-81,,,-94,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-64,,,-81,-91,,-86,,-88,-89,-81,,,-94,-87,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-58,,,-75,-91,,-84,-91,-88,-89,-81,,,,-87,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-58,,,-82,,,-84,-91,,-89,,,,,-87,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-54,,,-76,-87,,-84,-91,-85,-89,,,,,-87,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-72,-58,,,-84,-87,,-84,-91,-85,-89,,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-82,-58,,,-83,-87,,,,-85,-89,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-82,-65,,,-81,-87,,,,-85,,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-61,,,-81,-83,,,,,,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-79,-69,,,-81,-83,,,,-87,-90,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-71,-69,,,-86,-85,,,,-87,-89,-86,,,-91,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-73,-71,,,-84,-85,-88,,,-87,-89,-86,,,-91,-84,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-73,-72,,,-84,-85,-88,,,-87,-89,-86,,,-91,-84,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-73,-72,,,-81,-85,-88,,,,-89,-86,,,-91,-84,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-75,-63,,,-77,,-91,,,-91,,-85,,,,-84,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-75,-59,,,-77,,-91,,,-91,,-85,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-75,-55,,,-75,,-91,,,-91,,-85,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-75,-57,,,-79,,-91,,,-91,,-85,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-61,,,-83,,,,,,-88,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-61,,,-85,,,,,,-88,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-64,,,-85,,,,,,-88,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-60,,,-82,,,,,,-88,-86,,,,,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-71,,,-82,,,,,,,-86,,,,-86,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",-78,-70,,,-82,,,,,,,-86,,,,-86,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",,-65,,,-82,,,-81,,,,-86,,,,-86,,,,,,,,,,
"ChlyuO4iyuCwgRtrq5sN",,-72,,,-79,,,-81,,,,,,,,-80,,,,-92,,,,,,
"ChlyuO4iyuCwgRtrq5sN",,-64,,,-87,,-83,-87,,,,,,,,-80,,,,-92,,,,,,
"ChlyuO4iyuCwgRtrq5sN",,-64,,,-82,,-83,-87,,,,,,,,-80,,,,-92,,,,,,
